Index,Barcode,Name,Price,Stock,Transactions,Capacity,Percent,Status
195,8703525500704,Dumpling Mould,365.82,533,-44,613,86.95,1
196,8907487322651,Rose Syrup 750ml,187.28,604,35,923,65.44,0
196,4005104861508,Cling Wrap 30m,240.37,408,50,613,66.56,1
196,8009765039081,Yoga Mat 6mm,488.40,107,-38,207,51.69,1
197,4009581327519,Potato Chips 50g,168.44,105,-47,271,38.75,0
198,5008391554404,Arrowroot Powder 100g,199.89,397,-1,863,46.00,1
199,5605818241673,Chicken Masala 50g,297.63,504,-14,788,63.96,0
199,5004504812263,Nachos Chips 150g,79.28,523,-29,738,70.87,1
200,8901114315245,Red Chilli Powder 200g,267.21,146,-36,293,49.83,0
200,8905735066456,Ginger Ale 300ml,148.55,320,-30,323,99.07,1
200,5003391376476,Earphones Wired,1648.13,727,29,792,91.79,1
200,8901678473894,Knife Paring 3.5inch,756.88,236,13,629,37.52,0
200,8908843966960,Sol Kadhi Premix 50g,659.33,324,43,671,48.29,0
200,8907072586659,Icing Piping Bag Set,897.03,265,-9,369,71.82,0
201,5005395568604,Lassi 500ml,300.25,706,12,827,85.37,1
201,4001274622130,Perfume 30ml,138.52,547,24,593,92.24,1
201,4004388890181,Facial Steamer Mini,130.38,359,-37,964,37.24,1
201,5601781523563,Eye Cream 15ml,238.10,319,-39,749,42.59,1
201,4004220692133,Culottes M,86.29,199,-44,603,33.00,0
202,8904256176736,Reed Diffuser Set,214.89,638,-29,988,64.57,0
202,8906904946258,Digital Photo Frame 7inch,342.82,440,35,992,44.35,1
202,8004790392125,Dough Scraper,584.39,173,24,213,81.22,0
202,8702717097381,Cooling Gel Patch 4pcs,460.81,708,36,799,88.61,1
202,3005108916304,Wristwatch Digital Kids,692.40,383,-22,585,65.47,1
203,5609689792227,Dried Rose Petals 20g,668.40,509,-21,647,78.67,1
203,8006587368061,Corn Flour 500g,249.35,244,5,252,96.83,1
203,8704323043073,Argan Oil Hair Mask 200ml,472.76,128,13,741,17.27,0
203,8901192079893,Cellulite Cream 100g,422.59,223,-7,241,92.53,1
204,8902188590132,Drain Cleaner 500ml,269.89,237,48,424,55.90,0
204,8701567014678,Goji Berry 50g,622.19,125,39,261,47.89,0
204,8002670965209,Compression Tights M,625.56,704,49,936,75.21,0
205,8004804018300,School Uniform Shirt,339.91,149,-21,227,65.64,0
205,8901163120913,Raincoat Poncho,459.65,201,-2,736,27.31,1
205,4009005173791,Dill Seeds 50g,36.62,260,-14,462,56.28,1
205,8702245665625,Security Camera Indoor,363.43,122,24,275,44.36,0
206,8009351266822,Fenugreek Seeds 100g,147.90,187,-50,793,23.58,1
206,4006475473338,Multivitamin 30tabs,250.80,182,40,400,45.50,1
206,4006207545326,Quinoa Puffs 50g,389.63,120,16,731,16.42,1
206,8701969419347,Sheet Mask Hydrating,266.69,423,39,840,50.36,0
206,5608247889539,Loafers Size 8,347.34,122,-22,244,50.00,0
207,8903351414590,White Chocolate 80g,41.12,767,20,787,97.46,1
207,5002443268004,Talcum Powder 100g,424.36,622,-4,722,86.15,0
207,5007935742741,Peeler Ergonomic,582.52,478,5,538,88.85,1
207,5003141607966,Cricket Ball Leather,528.91,556,21,837,66.43,1
207,8703252675492,Chilli Sauce 200ml,206.63,110,-28,234,47.01,0
207,8707989218991,Step Platform Aerobics,612.06,348,-18,453,76.82,1
208,4005368737083,Hydrogen Peroxide 100ml,429.97,217,36,935,23.21,1
208,4002804893075,Methi Leaves Dried 20g,707.89,930,-26,947,98.20,1
208,3003083292390,LED Strip 5m RGB,47.92,217,-48,403,53.85,1
208,4001057634565,Santoku Knife 18cm,309.42,487,-15,746,65.28,0
208,5609369004893,Wrist Brace Right,583.22,276,-20,281,98.22,1
208,5003447015892,Linen Shirt M,1321.34,274,38,817,33.54,0
209,8001798380680,Aluminium Foil 30m,190.18,189,-44,252,75.00,1
209,3003955109412,Choco Chip Cookies 150g,95.25,103,-18,365,28.22,0
209,3009245508064,Foundation 30ml,472.08,381,-22,784,48.60,1
209,5606291057768,Acrylic Paint Set 12ml 12pcs,526.87,196,-8,227,86.34,1
210,6909090919589,Bhujia Sev 200g,400.09,230,41,304,75.66,1
210,8005692840554,Apron Kitchen,118.77,509,-29,569,89.46,0
210,8904782819022,Red Rice 500g,168.99,142,-49,383,37.08,0
210,8909161729534,Drinking Chocolate 400g,153.19,158,-33,430,36.74,0
210,6903825314335,Alarm Clock Digital,619.03,789,-9,958,82.36,1
210,5002483319964,Kettlebell 8kg,714.91,116,45,240,48.33,0
211,8905360990294,Coconut Water 500ml,130.59,546,-3,892,61.21,1
211,4002611976404,White Vinegar 1L,514.13,700,4,775,90.32,1
211,3002273176106,Sports Shorts M,155.01,135,10,271,49.82,0
212,5007720731516,Muesli 400g,554.86,706,33,782,90.28,1
212,8908690033273,Lemonade 500ml,492.25,717,23,770,93.12,0
212,4005744711362,Colander Stainless,38.70,167,-20,962,17.36,1
212,8908028666326,Measuring Cup Set 4pcs,590.82,406,-27,660,61.52,1
212,8001099193453,Salicylic Acid Toner 100ml,127.06,131,-8,460,28.48,0
212,4009935348078,Pen Holder Desk,16.03,244,-19,833,29.29,0
213,5001630246825,Mango Juice 1L,115.10,240,21,426,56.34,0
213,4002845303175,Beanie Hat,107.33,433,-6,449,96.44,1
213,4006522310043,Soan Papdi 200g,592.35,117,31,454,25.77,0
213,3007315609437,Cable Management Box,773.41,183,12,712,25.70,0
213,6902872957816,Nehru Jacket M,1889.61,384,-34,515,74.56,1
213,8006411801405,Golf Tee 20pcs,174.98,533,1,858,62.12,1
214,8003489471103,Midi Skirt M,1769.74,205,-32,453,45.25,1
215,8907120333549,Popcorn 100g,580.57,176,22,694,25.36,1
215,5003474603185,Leather Conditioner 100ml,551.44,403,-1,718,56.13,0
215,8704117870939,USB-C to 3.5mm Adapter,779.38,731,-7,916,79.80,1
216,8005860543720,Laptop Bag 15inch,602.66,190,-44,679,27.98,0
216,5003766143665,Rolling Pin Wooden,437.78,123,-24,599,20.53,0
216,3009706954485,Purple Shampoo 200ml,547.34,643,0,845,76.09,1
217,4004155939679,Cloves 25g,323.17,741,1,845,87.69,0
217,8906850281045,Tongue Cleaner,37.04,615,43,722,85.18,0
217,8906870767475,Ruler 30cm,36.18,560,-32,839,66.75,0
217,8905491805115,BBQ Sauce 300g,157.52,105,10,423,24.82,1
217,6904173775441,Lungi Check,209.36,234,-34,900,26.00,0
218,4007502792798,Moong Dal 500g,214.11,343,31,600,57.17,0
218,8907555960600,OTG Adapter,466.23,332,-30,530,62.64,1
218,8908349236017,Football Size 5,508.98,163,-22,270,60.37,0
218,8902542962001,Running Shoes M8,320.26,213,28,312,68.27,0
218,8005281802901,Zinc 25mg 30tabs,105.25,218,13,286,76.22,1
219,6906441271587,Calcium Tablet 30tabs,141.76,195,-22,250,78.00,1
219,5009141608057,Black Rice 500g,110.19,445,14,669,66.52,1
219,5002727386950,Tomato Juice 500ml,101.46,124,36,676,18.34,0
220,6901971239137,Masala Peanuts 100g,90.14,156,-25,213,73.24,1
220,8008246626864,Rasam Powder 100g,545.36,254,30,465,54.62,1
220,5004925835674,Cleansing Balm 50g,544.87,443,-20,472,93.86,0
220,6906800770614,Sweatshirt Crew-Neck M,440.95,131,12,244,53.69,1
220,5604802915927,Battle Rope 9m,673.91,222,-27,999,22.22,1
221,6905855464806,Urad Dal 500g,231.69,295,13,585,50.43,1
221,5003987686637,Cornflakes 500g,466.80,175,15,356,49.16,0
221,8001151739650,Condensed Milk 400g,94.82,579,35,808,71.66,1
221,8904381252305,Air Freshener 300ml,324.85,182,-22,240,75.83,1
221,4004469301193,Vitamin C 500mg 30tabs,289.14,481,4,720,66.81,0
221,3001609657746,Wrist Weights 500g Pair,106.66,726,-42,794,91.44,1
222,8001095290309,Gym Gloves M,225.82,234,-41,632,37.03,1
222,8903932951681,Pre-Workout 200g,552.97,644,-38,663,97.13,1
222,8008047347302,Pre-Shave Oil 30ml,246.58,100,-39,873,11.45,0
222,4007800115046,Smart Doorbell,268.00,285,-47,292,97.60,0
222,5604322516598,ORS Sachet 10pcs,103.31,111,-42,208,53.37,1
222,8903795113707,Dip Bar Parallel,142.55,485,-23,858,56.53,0
223,6907434298970,Murukku 200g,137.43,664,-27,802,82.79,1
223,8904323239548,Ironing Aid Spray 300ml,185.87,173,-1,441,39.23,0
223,8902090478290,Thunderbolt Dock,556.45,123,10,233,52.79,0
223,8001109795837,Stylus Pen Universal,44.55,260,-21,266,97.74,0
224,8907359186718,Lip Balm 4g,475.36,508,-31,525,96.76,0
224,8003608354669,Carrot Pickle 300g,121.12,172,21,937,18.36,1
224,3009611255448,Twix 46g,489.68,205,-7,223,91.93,1
225,6908972079465,Ghee 500g,384.56,347,-21,833,41.66,1
226,8904759651884,Roasted Cashews 100g,172.27,391,18,631,61.97,1
226,5008967845394,Fitness Tracker Band,562.05,391,-19,593,65.94,1
226,3001654150681,Micro SD Card 64GB,414.19,339,16,986,34.38,0
227,8909512614168,Deodorant Spray 150ml,121.45,468,12,496,94.35,1
227,4004399811809,Casserole 1.5L,436.51,169,11,216,78.24,0
227,5008582450249,Swimming Goggles,113.35,232,12,541,42.88,0
227,8701416568505,Eyeliner Liquid 5ml,332.91,177,-39,218,81.19,0
227,6904634572053,Posture Corrector M,531.71,174,-32,308,56.49,1
227,8907262747259,Crossbody Bag,780.49,129,29,427,30.21,1
228,4008375395406,Mouthwash 250ml,411.01,595,-42,978,60.84,0
228,4007029601702,Amla Powder 100g,686.00,680,-4,743,91.52,1
229,8004941764924,Stain Remover 200ml,244.93,222,2,823,26.97,0
230,8009383666461,Quinoa 500g,281.31,461,-44,706,65.30,1
230,8908775031927,Highlighter Yellow,58.58,618,13,643,96.11,0
230,5604661416559,Biryani Masala 50g,99.86,288,23,425,67.76,0
230,3004626795422,Docking Station USB-C,229.42,619,48,980,63.16,1
230,5606855977150,Jump Rope Speed,777.02,879,35,974,90.25,0
231,8008355890156,Binder Clips Large,587.89,137,35,348,39.37,0
231,5007151964033,Dried Mango Strips 100g,538.65,474,-7,866,54.73,0
231,8905617042578,Under-Eye Patches 60pcs,593.69,267,-30,443,60.27,0
231,4001722527796,Wood Polish 250ml,706.34,147,5,314,46.82,1
231,4003962608587,Fabric Shaver Electric,787.99,502,-34,653,76.88,0
231,6906734057973,Wall Clock Analog,555.49,262,-8,727,36.04,1
231,5007865332258,Appam Pan,663.59,132,9,401,32.92,1
231,8009248370670,Flannel Shirt M,1144.69,316,23,490,64.49,1
231,6906104612849,Swim Fins Training,722.31,282,-6,360,78.33,1
232,6909073565291,Pappad 100g,469.24,294,-20,302,97.35,1
232,8009547446748,Antacid Tablet 15tabs,239.52,122,-16,509,23.97,0
233,4008125849456,Mayonnaise 250g,167.23,477,-48,772,61.79,1
234,8908688554667,Toner 100ml,177.74,300,22,554,54.15,1
234,5008196597866,Wireless Mouse,398.23,108,-42,943,11.45,1
234,8908838970026,Lip Mask Overnight 10g,217.51,430,-6,788,54.57,1
234,8009516026247,Photo Frame 4x6,386.12,207,29,328,63.11,1
234,5608843526432,Privacy Screen Filter 15.6inch,64.68,753,-21,865,87.05,1
235,6903529222172,Salted Caramel Chocolate 100g,109.92,500,-49,534,93.63,1
235,3004258044509,Moringa Capsules 60caps,49.76,434,12,541,80.22,1
235,5009919436202,Dhoti White,198.92,799,27,861,92.80,0
236,4008163513791,Tamarind 100g,169.53,227,35,533,42.59,0
236,4007745056671,Trail Mix 200g,109.34,229,-45,655,34.96,0
236,8909990385796,Socks Cotton Ankle 3pack,287.91,219,46,953,22.98,1
236,5603904786398,Webcam Full HD,544.10,152,47,804,18.91,0
236,5609169195838,Luggage Tag Leather,313.30,504,7,812,62.07,1
236,8704213822986,Camping Tent 2-person,797.96,264,-46,266,99.25,0
237,4004616588927,Coriander Powder 100g,275.71,183,-19,261,70.11,0
237,8906606631346,Stevia Powder 100g,401.21,101,28,831,12.15,1
237,4005997860091,Body Lotion 200ml,487.44,399,19,430,92.79,0
237,6901515068148,Briefs 3pack M,163.99,726,-21,838,86.63,0
237,8706865785480,Marie Biscuits 200g,52.34,290,-40,759,38.21,0
237,8909386226160,Waffle Maker Mini,31.71,174,-48,236,73.73,1
238,6904762462493,Plant Protein 500g,525.66,387,-46,905,42.76,0
238,4007925290680,Baby Powder 100g,755.52,815,27,918,88.78,0
238,8701926363447,Salad Server Set,39.66,824,-18,989,83.32,1
238,6908573562717,Cycling Jersey M,581.72,270,41,323,83.59,1
239,8002623575912,Granola Bar 40g,129.54,155,40,579,26.77,0
239,5007229772683,Volleyball,222.91,250,14,911,27.44,0
239,3004851018013,Bluetooth Speaker Portable,716.18,343,12,370,92.70,1
239,8007444860704,Denim Skirt M,887.32,310,3,398,77.89,1
240,5006256337803,Liquid Detergent 1L,176.87,207,24,506,40.91,1
240,5003015163031,Probiotic 10caps,336.60,153,44,304,50.33,0
240,3002921178643,Trackpad Wireless,680.21,293,34,776,37.76,0
240,8907937391329,Formal Trousers 32W,280.93,117,32,266,43.98,0
241,8001597102599,Toothbrush,434.87,168,50,547,30.71,1
241,8905806871705,Pressure Cooker 3L,723.46,239,45,658,36.32,0
241,5002885485366,Citric Acid 200g,58.17,824,24,883,93.32,1
241,5002682564646,Mango Cutter,613.05,747,-40,842,88.72,1
242,8905238829107,Spiral Notebook,26.05,244,-34,738,33.06,1
242,6904437113262,Chicory Coffee 200g,45.23,212,27,588,36.05,1
242,3004359645797,Cleaver Heavy,216.47,207,-42,229,90.39,0
243,8002608825124,Milk Chocolate 100g,136.30,151,23,328,46.04,1
243,4003998810633,Gummy Bears 100g,76.44,627,-10,910,68.90,0
243,4002199231896,Chinos 32W,152.66,381,-30,428,89.02,0
244,5005293524108,Trimmer Oil 30ml,241.07,157,48,270,58.15,1
244,8003928236874,Cooling Pad Laptop,729.30,199,-15,205,97.07,1
244,5007185099084,Garlic Press,181.86,352,-43,809,43.51,0
244,5007457466200,Gloves Woollen,532.70,112,-46,405,27.65,0
244,8906026827305,Konjac Sponge,388.72,870,-44,891,97.64,0
244,8003376570032,Hoodie Sweatshirt M,1737.79,220,-14,802,27.43,1
245,5005123948920,Masala Chai 250g,419.79,194,-6,649,29.89,0
245,4008104298657,Egg Curry Masala 50g,90.67,493,-28,744,66.26,0
245,3002435368110,Salad Spinner,47.55,369,43,610,60.49,0
246,8905126485897,Flavoured Milk 200ml,53.77,807,12,842,95.84,1
246,8009971458249,Kokum 50g,734.51,341,-43,465,73.33,1
246,4003834162155,Cold Brew Coffee Kit 200g,193.42,450,-2,598,75.25,1
246,8008458644908,Leave-In Conditioner 150ml,154.84,469,-33,989,47.42,1
246,8709047238613,Blush Powder 10g,45.56,213,-35,703,30.30,0
248,8005448097652,Carom Seeds 100g,318.01,206,9,461,44.69,1
248,8909302543814,Iron Supplement 30tabs,503.60,193,39,388,49.74,0
248,8707952729516,Photo Frame 5x7,757.37,182,-5,342,53.22,1
248,5001632388776,Motion Sensor PIR,69.70,102,28,625,16.32,1
248,5609276823518,Laminator A4 Pouch,426.29,421,49,940,44.79,1
249,5001678766064,Formal Shirt M,1467.49,361,-21,506,71.34,0
249,8901864767806,Upma Mix 200g,408.47,299,24,488,61.27,1
249,8008905369880,Monaco Crackers 150g,622.68,294,-25,295,99.66,1
249,8908808051809,Natural All-Purpose Spray 500ml,78.03,618,-14,960,64.38,0
249,8902276132497,Essential Oil Eucalyptus 10ml,503.90,100,-8,731,13.68,0
249,6905763990107,Emergency Foil Blanket,453.78,181,-32,913,19.82,1
249,8002159137660,Shift Dress M,227.07,710,-43,730,97.26,1
249,8004683440605,Basketball Pump Needle,37.80,719,-12,947,75.92,0
250,5004264028409,Steel Wool Pad 5pcs,430.67,693,39,799,86.73,0
250,5002312237919,File Folder A4,452.35,264,15,897,29.43,1
250,6906968049263,Eye Drops Lubricant 10ml,139.67,447,-47,700,63.86,0
250,4007507834943,Camphor Balls 100g,38.87,431,23,818,52.69,1
250,5603803886823,Over-Door Organiser,608.82,233,34,323,72.14,0
250,8908650773928,Smart Bulb E27,251.93,580,1,724,80.11,0
250,8001682742808,Water Polo Ball,183.76,834,-46,945,88.25,1
251,8002733526972,Sunflower Oil 1L,400.58,142,-26,403,35.24,0
251,5007986843985,Badminton Shuttlecock 6pcs,54.72,122,-3,220,55.45,1
251,4008233875293,Jade Roller,623.25,383,-30,661,57.94,0
251,8909067485305,Sieve Fine Mesh 20cm,417.81,386,28,632,61.08,1
