index,barcode,name,quantity,price
9257,0757504389024,Sprite 250ml Can,212,244.5
9258,0764355244778,Frooti Mango Drink 500ml,499,213.89
9259,0124494214467,Duracell AAA Batteries Pack of 4,174,1443.46
9260,0761815987572,Perk 200g,551,950.08
9261,8906050978622,Eastern Chicken Masala 500g,337,140.54
9262,4713148670696,3M Double-Sided Tape 100mm,161,913.49
9263,8900353796280,Savlon Antiseptic Liquid 60ml,497,486.64
9264,0372711380185,Pampers Baby Wipes Pack of 20,104,1528.21
9265,0762229823906,Venky's Chicken Nuggets 1000g,42,202.05
9266,8909241995477,Vim Dishwash Gel 200ml,194,508.04
9267,0498888344024,Minute Maid Orange 500ml,354,229.14
9268,8906226228650,Stayfree Pads Pack,342,74.47
9269,0387975003985,Yippee Noodles 90g,246,269.79
9270,0128814396383,Bournvita 200g,112,184.99
9271,0769440245425,Dr. Oetker Pizza Margherita 750g,168,442.78
9272,8901496281312,Odonil Room Freshener 1500g,63,596.56
9273,0751809048860,Limca Lemon 1000ml,143,156.27
9274,0126986901398,Horlicks Apple 250g,62,216.93
9275,6905892268634,Duracell AA Batteries Pack of 2,84,1591.39
9276,0218335999238,Odonil Room Freshener 750g,60,54.92
9277,0859790579001,Fevicol Glue 100ml,566,213.01
9278,4009731279545,Pudin Hara 10ml,313,490.66
9279,4715813238835,Fevistick Glue Stick 100g,140,392.43
9280,0418225649087,Nestlé Milkmaid 200g,51,490.35
9281,3009377685343,Ibuprofen 400mg Strip 50tab,312,715.8
9282,0124370673708,Maaza Mango 330ml,148,239.18
9283,0852909405215,Camlin Geometry Box,410,24.77
9284,0418223902405,Veeba Peanut Butter 1g,137,917.82
9285,4716685475274,Reynolds Pen Blue,760,157.12
9286,0763759682537,Maggi Tomato Ketchup 200g,23,1145.88
9287,3811258892104,Gerber Puffs Apple 200g,104,723.45
9288,0378475323123,Chicco Baby Bottle 200ml,152,1240.47
9289,0375815567360,Hamam Soap 150g,141,458.3
9290,0350631516495,Comfort Fabric Softener 750ml,133,50.7
9291,0281178098406,Wai Wai Noodles 250g,557,73.14
9292,0416907228827,Cremica Tomato Ketchup 2g,228,109.34
9293,3001268546702,Band-Aid Strips Pack of 100,369,249.89
9294,0702257163469,Reynolds Pen Red,135,244.97
9295,3818003107339,Betadine Solution 20ml,150,58.07
9296,4714899503738,Portronics USB Cable 100m,263,1676.06
9297,3813451003141,Pond's Cold Cream 100ml,27,300.09
9298,8903650819874,Digene Antacid 15ml,107,76.41
9299,0127591753815,Philips LED Bulb 9W,53,228.84
9300,0709352806215,Staedtler Pencil 4B,126,243.52
9301,0410556578388,Suhana Biryani Masala 50g,468,180.37
9302,0707247242506,Lexi Ball Pen 100pc Pack,628,384.77
9303,8907759618048,Trixie Dog Leash 100m,102,2672.06
9304,0388933695815,Pringles Cream & Onion 25g,423,188.63
9305,0359119877967,Surf Excel 1000g,283,470.92
9306,8904988403360,Red Label Tea 750g,258,172.28
9307,8904616717425,Glucose Biscuits 70g,339,194.9
9308,8900694410548,Parag Ghee 250ml,151,354.39
9309,0769799198809,Cremica Tomato Ketchup 100g,118,849.03
9310,0418050802787,Kitchen King Masala 100g,212,314.12
9311,6904432560863,3M Double-Sided Tape 100mm,207,1624.68
9312,0403809271969,Bourbon Biscuits 200g,244,32.72
9313,0762061175171,Fortune Sunflower Oil 5L,156,550.01
9314,0709575081345,Natraj Color Pencils Pack of 16,614,313.96
9315,4715568137582,Camlin Geometry Box,378,59.11
9316,0382025665960,Top Ramen BBQ 150g,308,290.29
9317,8904080384932,Shan Tikka Masala 500g,20,143.96
9318,3813929795981,Johnson's Baby Wash 200ml,67,576.0
9319,8003231755598,Chupa Chups 16pc,168,706.8
9320,8008094106716,Munch 100g,318,1136.31
9321,0419549364373,Tata Turmeric Powder 500g,439,274.32
9322,0767194212977,Amul Ice Cream Margherita 400ml,24,476.11
9323,8905897692326,Dr. Oetker Mayonnaise 2g,99,582.32
9324,8901534371791,Bisleri Water 330ml,124,173.6
9325,0761494006526,Bisleri Water 500ml,377,239.47
9326,8909156974192,Catit Cat Litter 100kg,109,1611.86
9327,8909351564631,Harpic Toilet Cleaner 250ml,123,95.66
9328,4717912665253,Syska Power Bank 10000mAh,181,1704.56
9329,8904704680259,Kinley Water 750ml,415,86.33
9330,8900898150615,Himalaya Baby Shampoo 100ml,143,628.71
9331,8904008066759,Frooti Mango Drink 1000ml,89,111.15
9332,8904930692392,Vaseline Lotion 75ml,316,139.56
9333,0374158803012,Chicco Baby Bottle 100ml,111,1175.68
9334,3818213447430,Himalaya Baby Cream 500g,65,114.08
9335,0414517620963,MTR Sambar Masala 50g,417,267.6
9336,0700869981273,Fevistick Glue Stick 100g,627,250.2
9337,0761622349563,Center Fresh Gum Pack,86,105.99
9338,0765652839339,Safal Mixed Vegetables 250g,131,373.3
9339,8908670795955,McCain French Fries 400g,105,585.04
9340,0419464853518,Catch Cumin Powder 500g,166,127.84
9341,0415113883950,Amul Ice Cream Chocolate 400ml,36,336.65
9342,0377049734075,Gerber Puffs Strawberry 100g,183,1778.64
9343,0415711343375,Priya Pickle Garlic 500g,332,81.42
9344,8908642806788,Mother's Recipe Pickle Lemon 500g,84,231.04
9345,0765710171722,Bru Coffee 1500g,141,65.23
9346,0413714211356,Mother Dairy Milk 250ml,222,212.89
9347,0378259202309,Pantene Conditioner 50ml,313,53.07
9348,0769687818222,Safal Mixed Vegetables 1000g,50,329.43
9349,3818178974361,Betadine Solution 100ml,469,91.77
9350,8907698666049,Henko Detergent 250g,17,525.29
9351,4008977983667,Vicks Inhaler,163,711.23
9352,0762062269053,Go Cheese Spread 250g,253,787.27
9353,8006864903107,Ferrero Rocher 8pc Box,72,928.09
9354,0759325990496,Thums Up 200ml,427,136.94
9355,8007399250483,Snickers 300g,461,829.86
9356,0124509119916,boAt USB Cable 100m,182,1066.84
9357,0387563375739,Uncle Chips 250g,267,173.36
9358,8909808783608,Mother Dairy Dahi 500g,148,736.49
9359,3817329695551,Chicco Baby Bottle 200ml,119,1411.85
9360,0757844049244,Bru Coffee 1000g,342,160.49
9361,0128959009780,Pepsi 330ml Bottle,232,218.37
9362,3819580585725,Johnson's Baby Wash 500ml,62,1953.68
9363,8903855457895,Priya Pickle Mango 100g,486,166.8
9364,6907259708043,boAt USB Cable 100m,101,1918.27
9365,8901162146570,Catch Salt 5kg,163,1040.61
9366,0413649834118,Amul Pizza Base 750g,161,101.28
9367,8904832474270,Shan Tikka Masala 50g,415,76.99
9368,0769956026020,Tata Tea Premium 2000g,475,32.9
9369,0405537977175,Glucose Biscuits 70g,535,249.69
9370,4716264484918,Camlin Geometry Box,355,335.03
9371,8908059768952,Amul Cheese Slices 250g,172,498.67
9372,8906123694664,Lays Chilli Chips 70g,248,80.3
9373,8903421418411,Cremica Tomato Ketchup 1g,391,1078.02
9374,0856164350754,Natraj Color Pencils Pack of 24,259,295.03
9375,0218285966700,Rin Detergent 100g,194,282.65
9376,0492272235295,Aquafina Water 1500ml,149,34.99
9377,8909506317587,Amul Pizza Base 500g,117,627.79
9378,0764393263298,Amul Butter 200g,63,279.3
9379,4714587390275,Philips LED Bulb 5W,279,1769.03
9380,0389619297064,Britannia Good Day 150g,365,273.19
9381,0852070304102,Camlin Geometry Box,489,353.24
9382,8904433753125,Tata Tea Premium 200g,495,178.96
9383,0283002658381,Doritos Cheese 90g,262,182.85
9384,0762727068281,Amul Toned Milk 250ml,289,432.43
9385,0235236660609,Catit Cat Litter 100kg,149,1152.05
9386,0418395641287,Aachi Biryani Masala 500g,448,21.57
9387,4002009604735,Hajmola Tablet 200tab,179,269.49
9388,8901169840198,Lizol Floor Cleaner 750ml,240,81.18
9389,0855595765373,Fevicol Glue 100ml,135,7.03
9390,8909601714830,Amul Gold Milk 1500ml,63,642.69
9391,0765878556690,Dairy Milk 100g,306,423.7
9392,8901044910510,Bourbon Biscuits 100g,566,39.64
9393,8906915867313,Safal Green Peas 250g,10,601.52
9394,0764320160058,Patanjali Ghee 1000g,50,923.49
9395,8006012042146,M&Ms Peanut Butter 10g,211,617.01
9396,0281628360022,Haldiram Bhujia 250g,321,90.93
9397,0381766186277,Bourbon Biscuits 200g,125,237.17
9398,8905963360722,MDH Chaat Masala 100g,493,224.51
9399,0126437542484,Syska LED Bulb 15W,18,603.4
9400,3810055842480,Moov Pain Relief Cream 10g,415,454.7
9401,0415404094362,Safal Mixed Vegetables 200g,124,617.62
9402,0851241591648,Camlin Geometry Box,506,22.86
9403,3816801383238,Nestum Rice Cereal 250g,15,1014.12
9404,0239867918429,Catit Cat Litter 100kg,64,2677.34
9405,0374284428981,Johnson's Baby Oil 100ml,188,1889.72
9406,0372947514415,Huggies Diapers S Pack of 20,168,440.11
9407,0413365578785,Catch Cumin Powder 50g,168,40.65
9408,4012987442113,Head & Shoulders 200ml,182,70.4
9409,0123026191191,Syska LED Bulb 5W,105,763.88
9410,0757902890894,Coca-Cola 750ml Can,443,121.33
9411,0761648838133,Eclairs Toffee Pack 100g,112,236.56
9412,0767774154895,Tetley Black Tea 250g,150,232.81
9413,8904319590721,McCain Smiles 500g,148,266.87
9414,0472448159846,Himalaya Face Wash 200ml,112,96.17
9415,0758784843398,Limca Lemon 200ml,375,167.55
9416,0280494347014,Britannia Marie Gold 90g,60,275.62
9417,6905593129302,Panasonic AA Batteries Pack of 2,61,1854.68
9418,0853829084627,Fevistick Glue Stick 100g,143,212.0
9419,0382290072463,Top Ramen Chilli 250g,37,106.47
9420,8907418688115,Priya Pickle Chilli 500g,177,341.24
9421,4713254098728,Luxor Marker Blue,750,218.71
9422,4712213280310,Osram LED Bulb 9W,181,181.7
9423,0414304397528,Tata Salt 100kg,235,416.09
9424,0759316916085,7UP 1500ml,120,125.27
9425,3812405253052,Nestum Rice Cereal 50g,30,1765.55
9426,3815485347031,Pantoprazole 40mg Strip 50tab,198,163.32
9427,0706780911030,Luxor Marker Red,782,392.29
9428,0404818236451,Ferrero Rocher 16pc Box,552,19.72
9429,0374340412244,Mee Mee Baby Wipes Pack of 30,112,230.38
9430,8908596211485,Pillsbury Atta 1000kg,293,1184.16
9431,0351784075549,Exo Dishwash Bar 500g,117,279.18
9432,8901947051501,Everest Chilli Powder 500g,373,112.17
9433,8904793143260,Catch Cumin Powder 200g,175,215.03
9434,0495780960475,Maaza Mango 330ml,310,60.9
9435,0412265615040,Tata Turmeric Powder 500g,64,177.46
9436,0371433134892,Pampers Diapers XXL Pack of 72,193,161.85
9437,0385238818840,Bingo Mad Angles Classic 150g,507,276.43
9438,0769400991980,Lipton Green Tea 250g,53,125.46
9439,3810893862077,Himalaya Baby Cream 500g,156,1168.69
9440,0417355419508,ITC Sunfeast Frozen Paratha 10pc,94,90.46
9441,0415145416577,Haldiram Frozen Samosa 6pc,16,244.78
9442,0761769701613,5-Star 55g,265,1114.97
9443,0411909392866,Everest Coriander Powder 500g,112,301.61
9444,0855318458001,Scotch Tape 100mm,450,206.9
9445,8909844472344,Whiskas Cat Food Original 100kg,56,2010.19
9446,6902439653748,Mi Power Bank 10000mAh,52,1295.38
9447,0123943258311,Horlicks Lemon 250g,67,39.54
9448,4013321164418,Axe Deodorant 400ml,175,100.24
9449,8906023461571,Pudin Hara 100ml,463,658.12
9450,0415796068347,MDH Rajma Masala 500g,448,46.12
9451,4712575984017,Syska LED Bulb 20W,40,438.21
9452,0351281981282,Febreze Air Freshener 500ml,208,332.8
9453,0417321770831,Everest Coriander Powder 50g,205,263.68
9454,8906463669803,Kissan Mixed Fruit Jam 200g,113,768.15
9455,8907531143942,Gerber Puffs Apple 500g,93,535.55
9456,0415366647484,Eastern Chicken Masala 50g,476,279.06
9457,8909496327061,Harpic Toilet Cleaner 500ml,265,290.81
9458,0753947704714,7UP 330ml,264,144.98
9459,0418920481623,Go Cheese Spread 1000g,108,504.34
9460,0372164140541,Rexona Deodorant 500ml,45,145.85
9461,4719216152392,Camlin Geometry Box,69,319.11
9462,0121176275648,Boost 200g,442,185.8
9463,8909684151188,Amul Cheese Slices 1000g,202,256.43
9464,0282117041705,Yippee Noodles 250g,460,119.99
9465,8006349862080,M&Ms Fruit 200g,83,1158.36
9466,4710566306534,Philips LED Bulb 5W,285,354.43
9467,0419901785488,Tata Salt 1kg,92,745.04
9468,6904192530458,Portronics USB Cable 100m,60,580.13
9469,0237585485391,Royal Canin Dog Food 100kg,36,2946.83
9470,0760147215278,Haldiram Frozen Samosa 4pc,132,148.93
9471,8909288395438,Savlon Antiseptic Liquid 60ml,102,83.7
9472,0406844608585,Britannia Good Day 70g,448,74.08
9473,4004864932183,Himalaya Liv.52 30tab,234,396.59
9474,0763451333263,Fortune Sunflower Oil 200L,329,1158.75
9475,3819321007288,Pantoprazole 40mg Strip 30tab,289,368.67
9476,0768704542034,Thums Up 1000ml,429,44.96
9477,8905981930655,Dolo 650mg Strip 100tab,311,527.71
9478,0405867079464,Monaco Biscuits 70g,249,99.62
9479,0410446529612,Kwality Wall's Ice Cream 750ml,78,500.51
9480,4000939857948,Himalaya Liv.52 15tab,453,110.95
9481,0476078703110,Oral-B Toothbrush Soft,350,143.22
9482,3002863048653,Betadine Solution 50ml,384,210.77
9483,8902529753691,Amul Cream 1500ml,81,70.59
9484,8001985831339,Center Fresh Gum Pack,454,349.06
9485,0494923042672,Thums Up 250ml,294,39.81
9486,0381871028431,Cheetos Cheese 250g,473,180.68
9487,0764217041224,Amul Pizza Base 200g,183,303.55
9488,0419407441468,Amul Ice Cream Chocolate 400ml,195,351.17
9489,4005461916163,Centrum Multivitamin 25tab,219,420.71
9490,3815357496461,Himalaya Liv.52 15tab,382,440.89
9491,0768803371290,McCain Smiles 200g,124,301.16
9492,0701735529476,Stapler Pins Pack of 50,213,124.26
9493,0372603765328,Johnson's Baby Wash 400ml,85,1766.63
9494,0415710692689,Tata Turmeric Powder 500g,262,107.07
9495,0491473659350,Real Fruit Juice Lemon 250ml,66,75.68
9496,8908596359415,Venky's Chicken Nuggets 750g,28,327.58
9497,0380341191491,Me-O Cat Food Original 100kg,116,1759.15
9498,0767549000754,McCain French Fries 250g,68,95.07
9499,4004152559184,Boiron Arnica Gel 60g,172,758.03
9500,0761387250425,Epigamia Yogurt Blueberry 1500g,63,338.81
9501,3819515621863,Himalaya Baby Shampoo 50ml,80,585.89
9502,0121641438745,Sellotape Transparent Roll,11,1315.14
9503,0384071238549,TRESemmé 100ml,302,264.21
9504,0350125532888,Henko Detergent 500g,66,499.53
9505,0379713097677,MamyPoko Diapers XXL Pack of 40,33,239.28
9506,3003252700282,Paracetamol 500mg Strip 15tab,256,432.4
9507,8902748437877,Dr. Oetker Pizza Butter Pecan 250g,121,436.03
9508,0380176191178,Garnier Face Wash 50ml,75,183.19
9509,8905186831962,Safal Mixed Vegetables 500g,74,197.76
9510,0702183653324,Reynolds Pen Green,426,151.74
9511,0408029387308,Alpenliebe 80g,309,629.68
9512,0765720507603,Snickers 22g,164,33.52
9513,8906165951701,Pampers Baby Wipes Pack of 30,42,1589.79
9514,0708866503979,Navneet Notebook 100pg,76,20.21
9515,8906383928530,Britannia Good Day 50g,45,20.71
9516,8907642694722,Band-Aid Strips Pack of 20,435,65.43
9517,8900202661356,Tata Salt 10kg,90,1147.77
9518,8004496990403,5-Star 30g,551,416.54
9519,4712612191927,Navneet Notebook 200pg,696,366.99
9520,0700731743558,Faber-Castell Pencil HB Pack of 100,575,192.6
9521,8905078842281,PetSafe Dog Collar,98,1504.36
9522,0760377727688,Amul Gold Milk 1500ml,87,41.11
9523,8907392879257,Haldiram Frozen Samosa 10pc,86,86.35
9524,0411422663702,Amul Lassi Mango 500ml,91,331.38
9525,0854567613100,Faber-Castell Pencil 6B Pack of 100,85,389.24
9526,0408002870551,Toblerone 80g,522,258.2
9527,0416425955656,Suhana Biryani Masala 500g,258,26.79
9528,0855038023152,Fevistick Glue Stick 100g,97,52.08
9529,0750921446004,Mountain Dew 1000ml,289,169.12
9530,0414889832544,Parag Ghee 1000ml,220,622.58
9531,0763459086512,Amul Ghee 1500g,105,369.81
9532,0123869394551,Havells LED Bulb 15W,122,133.1
9533,0380978653560,Pedigree Dentastix Pack of 21,61,2593.1
9534,8906137258753,Hide & Seek 100g,69,17.72
9535,0216552128844,Mortein Spray 500ml,296,215.46
9536,3818884076465,Betadine Solution 15ml,421,323.45
9537,0859841344824,Luxor Marker Black,479,379.04
9538,0419827591033,Amul Ghee 200g,120,602.39
9539,0761016805422,Knorr Soup Mixed 500g,299,700.42
9540,0472276513209,Pears Soap 50g,86,698.18
9541,8909475912714,Parag Ghee 100ml,100,354.0
9542,8906874212162,Pigeon Baby Bottle 100ml,14,913.57
9543,4719919191940,Classmate Notebook 200pg Four Line,508,269.84
9544,0376438811434,Johnson's Baby Oil 500ml,191,1691.12
9545,0417313904282,Mother's Recipe Pickle Chilli 200g,60,285.1
9546,3002760443506,Supradyn Multivitamin 60tab,311,509.27
9547,8908215451995,Catit Cat Litter 100kg,110,2616.23
9548,8905537801064,Daawat Basmati Rice 2kg,378,483.72
9549,0375857208832,Colgate Toothpaste 250g,198,404.09
9550,8902084118324,MTR Rasam Powder 50g,274,107.03
9551,8903371491021,Patanjali Ghee 750g,286,788.07
9552,8902669221111,Cerelac Wheat 200g,65,364.5
9553,0381707638902,Kurkure Cream & Onion 50g,500,16.67
9554,0765890369131,Godrej Real Good Chicken 250g,199,169.9
9555,3000433966420,Pantoprazole 40mg Strip 25tab,131,384.33
9556,3818192617183,Betadine Solution 20ml,61,709.44
9557,8906664360677,Hide & Seek 25g,245,279.87
9558,0283196925696,Bingo Mad Angles Cheese 50g,318,246.25
9559,4008272911839,Revital H 150tab,252,599.38
9560,8904644498679,MTR Sambar Masala 100g,357,120.85
9561,0419180077540,Dhara Mustard Oil 750L,201,149.27
9562,0383107845492,Colgate Toothbrush Ultra Soft,206,143.52
9563,0766098810500,Amul Cheese Slices 1000g,60,190.89
9564,0129977139541,Panasonic AA Batteries Pack of 12,238,1676.21
9565,0763055517205,Venky's Chicken Nuggets 200g,97,101.57
9566,8900769183513,Sunfeast Dark Fantasy 90g,496,213.8
9567,8901715801543,Pringles Masala 100g,201,216.28
9568,0708470900607,Apsara Eraser Pack of 20,606,194.54
9569,8902626196032,Maggi Noodles Classic 150g,421,54.72
9570,8904423870849,Mother's Recipe Pickle Lemon 500g,220,315.87
9571,0128543086548,Sellotape Transparent Roll,18,903.19
9572,0413694005273,Go Cheese Spread 100g,125,208.08
9573,3814632528002,Gerber Puffs Banana 100g,88,826.31
9574,0417893115757,MDH Rajma Masala 50g,159,221.23
9575,8907293408310,Nestum Rice Cereal 50g,92,1913.9
9576,0123869305960,Pepsi 250ml Bottle,74,33.61
9577,3006434560803,Dettol Antiseptic Liquid 150ml,149,719.79
9578,0409311447120,Milkybar 100g,528,303.55
9579,8902084835498,Pantoprazole 40mg Strip 30tab,70,285.59
9580,0128267380601,Mi Power Bank 5000mAh,240,1650.32
9581,3817820505168,Johnson's Baby Lotion 30ml,412,162.31
9582,0211724819926,Febreze Air Freshener 250ml,282,394.19
9583,8901243977338,Mortein Spray 750ml,14,428.79
9584,8907706002838,Pigeon Baby Bottle 250ml,185,1849.38
9585,0761215463584,Nescafe Classic 500g,51,48.86
9586,4714924175404,Anker USB-C Cable 100m,61,1493.46
9587,0410260421574,Parag Ghee 1500ml,225,525.56
9588,8004241236183,Dairy Milk 80g,40,633.75
9589,3811560489351,Cerelac Wheat 100g,97,1301.07
9590,0491993777558,Bru Coffee 330g,320,195.61
9591,0215241197260,Scotch-Brite Scrub Pad 3pc,39,502.67
9592,0765923118033,Daawat Basmati Rice 1000kg,298,536.37
9593,0417699052799,Mother's Recipe Pickle Mixed 50g,180,314.01
9594,3817239338579,Johnson's Baby Lotion 60ml,341,361.15
9595,4003541649680,Johnson's Baby Powder 50g,44,732.64
9596,0128412227621,Real Fruit Juice Mixed Fruit 500ml,264,229.32
9597,0419015805829,Haldiram Frozen Samosa 5pc,182,198.88
9598,0854535977487,Luxor Marker Green,349,47.29
9599,8901837263311,Huggies Diapers M Pack of 56,75,1565.59
9600,8004695910837,Twix 200g,182,891.91
9601,0382673158623,Drools Dog Food 100kg,12,546.97
9602,0381857567213,Bingo Mad Angles Masala 50g,408,110.66
9603,3818725225922,Whisper Pads Pack,74,397.7
9604,0384750782363,Bourbon Biscuits 25g,389,110.85
9605,0350916376127,Dettol Surface Cleaner 200ml,31,494.59
9606,3814519295294,TRESemmé 500ml,16,337.45
9607,8908270271859,Priya Pickle Garlic 500g,485,319.89
9608,0372556616173,Colgate Toothpaste 75g,61,523.46
9609,8908594427017,Milk-Bone Dog Treats 100g,101,2231.17
9610,0853979730238,Fevistick Glue Stick 100g,580,184.01
9611,3003295045470,Centrum Multivitamin 100tab,153,526.3
9612,3000727768372,Johnson's Baby Lotion 100ml,155,604.54
9613,4717217806306,Fevicol Glue 100ml,688,121.99
9614,0415696405532,Priya Pickle Chilli 100g,78,68.61
9615,0388028032129,PetSafe Dog Collar,38,547.58
9616,4012046181489,Pears Soap 250g,65,73.78
9617,0380036075679,Colgate Mouthwash 150ml,101,123.19
9618,0230971621441,Milk-Bone Dog Treats 100g,29,1660.56
9619,0419841658293,McCain French Fries 200g,151,241.69
9620,0471606329510,Whisper Pads Pack,386,475.98
9621,4711910045741,Camlin Geometry Box,730,321.3
9622,8908569870503,50-50 Biscuits 150g,75,277.1
9623,0760756031702,Daawat Basmati Rice 1000kg,68,188.83
9624,0124465815570,Sellotape Transparent Roll,186,1788.28
9625,0859827919404,Scotch Tape 100mm,120,266.11
9626,0386428790854,Catit Cat Litter 100kg,146,363.19
9627,8901602477387,Tropicana Orange Juice 1500ml,331,204.24
9628,0762986397351,Tetley Black Tea 330g,200,177.62
9629,0412446844290,Sundrop Peanut Butter 5g,143,372.32
9630,0764613517286,Venky's Chicken Nuggets 250g,179,638.88
9631,0763194660473,Nestle Slim Milk 100ml,119,672.28
9632,0416623343514,Catch Cumin Powder 500g,235,145.11
9633,0760758248894,India Gate Basmati Rice 10kg,385,463.79
9634,8906121086539,Bikaji Namkeen 100g,547,46.36
9635,3812074975682,Gerber Puffs Banana 250g,64,1224.39
9636,3005365093916,Dolo 650mg Strip 30tab,203,476.61
9637,8902208942217,Royal Canin Dog Food 100kg,62,2992.22
9638,8908679849741,Maggi Tomato Ketchup 10g,128,969.49
9639,6907009786543,Energizer AA Batteries Pack of 12,105,1777.19
9640,4011049042919,Clinic Plus 500ml,70,196.99
9641,8903911733512,Gerber Puffs Banana 100g,159,1708.11
9642,0856655573051,Faber-Castell Pencil HB Pack of 100,132,223.16
9643,0121091054557,Tetley Black Tea 250g,38,89.07
9644,0760712994515,Snickers 80g,20,775.95
9645,0852158826298,Stapler Pins Pack of 20,533,350.28
9646,8900346159467,MTR Sambar Masala 200g,393,243.74
9647,0124853225875,Anker USB-C Cable 100m,135,1438.58
9648,8908041038773,Heinz Tomato Ketchup 10g,109,542.76
9649,0764520245982,Amul Dark Chocolate 40g,253,1101.16
9650,0753991141657,Red Bull 200ml Energy Drink,229,154.5
9651,8908150064182,Royal Canin Cat Food 100kg,127,1706.37
9652,8904582227980,Daawat Basmati Rice 1000kg,118,764.06
9653,0384006164882,Oreo Biscuits 50g,56,195.38
9654,6909460232317,Havells LED Bulb 12W,68,1364.49
9655,0760433680148,Pillsbury Atta 5kg,364,495.72
9656,0419418558476,MTR Sambar Masala 200g,327,231.22
9657,0495330457783,Real Fruit Juice Lemon 250ml,56,243.81
9658,0764695317545,Aquafina Water 2000ml,60,169.5
9659,8902409473152,Surf Excel 750g,286,66.14
9660,0280464649155,Kurkure Cheese 200g,200,85.9
9661,0380764762247,Glucose Biscuits 200g,45,266.22
9662,0389615335500,50-50 Biscuits 25g,206,216.0
9663,0289912645992,Bourbon Biscuits 150g,475,84.13
9664,4719415085972,Staedtler Pencil HB,405,162.02
9665,3004623811873,Crocin 500mg Strip 150tab,299,616.16
9666,0493112896874,Himalayan Water 250ml,95,147.6
9667,0852063568047,Classmate Sketch Pens 16pc,351,149.29
9668,0386450932017,Yippee Noodles 400g,74,136.36
9669,0385546477180,Trixie Dog Leash 100m,71,1625.38
9670,8006734926649,Snickers 55g,322,792.65
9671,0232426970067,Trixie Dog Leash 100m,54,2619.1
9672,8901739580219,Amul Pizza Base 400g,77,395.23
9673,0388600685118,Too Yumm Classic 400g,176,209.9
9674,0216141086234,Lizol Floor Cleaner 500ml,157,519.72
9675,0387874349481,Whiskas Cat Food Original 100kg,119,2376.01
9676,0410778807501,Daawat Basmati Rice 5kg,355,746.87
9677,0705817464822,Maped Sharpener,329,24.84
9678,3810156703802,Johnson's Baby Shampoo 250ml,18,1392.76
9679,8908542521477,Me-O Cat Food Original 100kg,82,1384.46
9680,0230247214780,Royal Canin Cat Food 100kg,40,2814.4
9681,0377720034036,Chicco Baby Bottle 200ml,102,1857.94
9682,0766346319137,M&Ms Strawberry 30g,140,121.15
9683,0418590369658,Godrej Real Good Chicken 200g,50,207.88
9684,0408404050636,Skittles Mint 22g,69,454.41
9685,8905020683436,Himalaya Baby Cream 500g,81,989.38
9686,3816225205345,Johnson's Baby Wash 100ml,193,1423.73
9687,8903124834914,Himalayan Water 200ml,390,29.86
9688,0370146196098,Johnson's Baby Wash 100ml,137,708.14
9689,8905843951699,Mother's Recipe Pickle Mango 500g,395,27.85
9690,0405367853694,Skittles Strawberry 100g,360,1153.46
9691,4716651091590,Duracell AAA Batteries Pack of 2,253,672.9
9692,3812697114581,Nestum Rice Cereal 50g,54,1199.01
9693,8900157713018,Boost 1000g,101,229.33
9694,4716537967353,Syska Power Bank 5000mAh,85,495.95
9695,0410723604926,Vadilal Ice Cream Vanilla 250ml,23,97.7
9696,0856632795131,Camlin Wax Crayons 20pc,57,50.42
9697,0766672140450,Milkybar 40g,407,515.91
9698,0128086603882,Syska LED Bulb 12W,157,1314.42
9699,0351068620953,Exo Dishwash Bar 250g,36,235.26
9700,3816763195443,Johnson's Baby Wash 100ml,186,899.35
9701,8902674671871,Everest Coriander Powder 50g,90,347.05
9702,3004260110827,Band-Aid Strips Pack of 10,138,309.74
9703,0235307658351,Pedigree Dog Food Original 100kg,11,1611.86
9704,0374836126570,Pampers Baby Wipes Pack of 20,154,244.12
9705,0408935553712,M&Ms Strawberry 300g,598,15.12
9706,8906044208827,McCain French Fries 1000g,91,598.16
9707,4008029762844,Vicks VapoRub 200g,445,108.66
9708,0754700539956,Maaza Mango 2000ml,298,247.09
9709,0853129422044,Maped Sharpener,150,287.38
9710,4712399779080,Natraj Color Pencils Pack of 100,33,251.84
9711,0764482906822,McCain French Fries 750g,182,643.31
9712,0376616556058,Nestum Rice Cereal 250g,169,391.45
9713,0385589622295,Himalaya Pet Shampoo 100ml,30,2143.67
9714,8901987127952,Kitchen King Masala 50g,44,244.04
9715,0375700983282,Pantene Conditioner 150ml,157,35.99
9716,3817896026291,Johnson's Baby Oil 500ml,59,1131.82
9717,0123513175642,Mi Power Bank 20000mAh,74,1895.95
9718,8903949847670,TRESemmé 400ml,81,249.43
9719,8900415375026,Everest Garam Masala 50g,200,232.7
9720,0351784348179,Good Knight Mosquito Repellent 100ml,277,568.19
9721,0410670164214,Shan Tikka Masala 500g,284,64.58
9722,3817120407407,Pudin Hara 100ml,83,627.8
9723,0388096906452,Pantene Shampoo 100ml,225,327.6
9724,0767527324551,Lipton Green Tea 750g,449,221.39
9725,0764268978210,Go Cheese Spread 500g,70,188.84
9726,0289865276168,Too Yumm Masala 200g,97,81.99
9727,8901360395367,Mother's Recipe Pickle Lemon 200g,213,40.51
9728,0401433530117,Amul Dark Chocolate 30g,254,114.84
9729,0707528935219,Fevistick Glue Stick 100g,40,159.8
9730,8905417354987,Himalaya Pet Shampoo 100ml,137,339.16
